29752
correct_label glass
faces/face-266.jpg 1 1
faces/face-267.jpg 1 1
faces/face-268.jpg 1 1
faces/face-269.jpg 0 0
faces/face-270.jpg 1 1
faces/face-271.jpg 1 1
faces/face-272.jpg 0 1
faces/face-273.jpg 1 1
faces/face-274.jpg 1 1
faces/face-275.jpg 1 1
faces/face-276.jpg 1 1
faces/face-277.jpg 0 0
faces/face-278.jpg 1 1
faces/face-279.jpg 1 1
faces/face-281.jpg 1 1
faces/face-282.jpg 1 1
faces/face-283.jpg 1 1
faces/face-284.jpg 1 1
faces/face-285.jpg 0 0
faces/face-286.jpg 1 1
faces/face-287.jpg 0 0
faces/face-288.jpg 0 0
faces/face-289.jpg 0 0
faces/face-290.jpg 1 1
faces/face-292.jpg 1 1
faces/face-293.jpg 0 0
faces/face-294.jpg 1 1
faces/face-296.jpg 1 1
faces/face-297.jpg 1 1
faces/face-298.jpg 0 0
faces/face-299.jpg 0 0
faces/face-300.jpg 1 1
faces/face-301.jpg 0 0
faces/face-302.jpg 1 1
faces/face-303.jpg 1 1
faces/face-304.jpg 0 0
faces/face-305.jpg 0 1
faces/face-306.jpg 1 1
faces/face-308.jpg 0 0
faces/face-309.jpg 1 1
faces/face-310.jpg 0 0
faces/face-311.jpg 1 1
faces/face-312.jpg 1 1
faces/face-313.jpg 0 1
faces/face-314.jpg 0 0
faces/face-315.jpg 1 1
faces/face-316.jpg 1 1
faces/face-317.jpg 1 1
faces/face-319.jpg 0 0
faces/face-320.jpg 0 0
faces/face-321.jpg 1 1
faces/face-322.jpg 0 0
faces/face-323.jpg 1 1
faces/face-325.jpg 0 0
faces/face-326.jpg 1 1
faces/face-327.jpg 1 1
faces/face-328.jpg 0 0
faces/face-329.jpg 1 1
faces/face-330.jpg 1 1
faces/face-331.jpg 1 1
faces/face-332.jpg 1 1
faces/face-333.jpg 1 1
faces/face-334.jpg 1 1
faces/face-336.jpg 1 1
faces/face-337.jpg 0 0
faces/face-338.jpg 0 1
faces/face-339.jpg 0 0
faces/face-340.jpg 0 0
faces/face-341.jpg 1 1
faces/face-342.jpg 1 1
faces/face-343.jpg 1 1
faces/face-344.jpg 1 1
faces/face-345.jpg 1 1
faces/face-347.jpg 0 0
faces/face-348.jpg 1 1
faces/face-349.jpg 1 0
faces/face-350.jpg 1 1
faces/face-351.jpg 0 0
faces/face-352.jpg 1 1
faces/face-353.jpg 0 0
faces/face-355.jpg 0 0
faces/face-356.jpg 0 0
faces/face-357.jpg 1 1
faces/face-358.jpg 1 1
faces/face-359.jpg 0 1
faces/face-360.jpg 1 1
faces/face-361.jpg 1 1
faces/face-362.jpg 1 1
faces/face-363.jpg 1 1
faces/face-364.jpg 1 1
faces/face-365.jpg 0 0
faces/face-366.jpg 0 1
faces/face-367.jpg 1 1
faces/face-368.jpg 1 1
faces/face-369.jpg 1 1
faces/face-370.jpg 1 1
faces/face-371.jpg 0 0
faces/face-372.jpg 1 1
faces/face-373.jpg 1 1
faces/face-374.jpg 1 1
faces/face-375.jpg 1 1
faces/face-376.jpg 1 1
faces/face-377.jpg 1 0
faces/face-378.jpg 1 1
faces/face-379.jpg 0 0
faces/face-380.jpg 1 1
faces/face-381.jpg 0 1
faces/face-382.jpg 1 1
faces/face-383.jpg 1 1
faces/face-384.jpg 1 1
faces/face-385.jpg 1 1
faces/face-387.jpg 1 1
faces/face-388.jpg 1 1
faces/face-389.jpg 0 0
faces/face-391.jpg 0 0
faces/face-392.jpg 1 1
faces/face-393.jpg 1 1
faces/face-394.jpg 1 1
faces/face-395.jpg 1 1
faces/face-396.jpg 1 1
faces/face-398.jpg 0 0
faces/face-399.jpg 1 1
faces/face-402.jpg 1 1
faces/face-403.jpg 1 1
faces/face-405.jpg 1 1
faces/face-406.jpg 1 1
faces/face-407.jpg 1 1
faces/face-408.jpg 1 1
faces/face-409.jpg 0 1
faces/face-410.jpg 1 1
faces/face-411.jpg 0 1
faces/face-412.jpg 0 0
faces/face-413.jpg 1 1
faces/face-415.jpg 0 0
faces/face-416.jpg 1 1
faces/face-417.jpg 1 1
faces/face-418.jpg 0 0
faces/face-419.jpg 1 1
faces/face-420.jpg 1 1
faces/face-421.jpg 0 0
faces/face-422.jpg 1 1
faces/face-423.jpg 0 0
faces/face-424.jpg 0 0
faces/face-425.jpg 0 0
faces/face-426.jpg 0 0
faces/face-427.jpg 1 1
faces/face-428.jpg 0 1
faces/face-429.jpg 0 0
faces/face-430.jpg 1 1
faces/face-431.jpg 0 0
faces/face-432.jpg 0 1
faces/face-433.jpg 1 1
faces/face-434.jpg 0 0
faces/face-435.jpg 0 0
faces/face-437.jpg 1 0
faces/face-438.jpg 1 1
faces/face-439.jpg 0 0
faces/face-440.jpg 1 1
faces/face-441.jpg 0 1
faces/face-443.jpg 0 1
faces/face-444.jpg 1 1
faces/face-445.jpg 0 0
faces/face-446.jpg 1 1
faces/face-447.jpg 1 1
faces/face-448.jpg 1 1
faces/face-450.jpg 1 1
faces/face-451.jpg 0 0
faces/face-453.jpg 0 1
faces/face-454.jpg 1 1
faces/face-455.jpg 0 0
faces/face-456.jpg 1 1
faces/face-457.jpg 1 1
faces/face-458.jpg 1 1
faces/face-459.jpg 1 1
faces/face-460.jpg 1 1
faces/face-461.jpg 0 1
faces/face-462.jpg 0 0
faces/face-463.jpg 1 1
faces/face-464.jpg 1 1
faces/face-466.jpg 0 0
faces/face-468.jpg 1 1
faces/face-469.jpg 1 1
faces/face-470.jpg 1 1
faces/face-471.jpg 0 0
faces/face-472.jpg 1 1
faces/face-473.jpg 1 1
faces/face-475.jpg 1 1
faces/face-476.jpg 0 0
faces/face-478.jpg 0 1
faces/face-479.jpg 0 0
faces/face-480.jpg 0 1
faces/face-481.jpg 0 0
faces/face-482.jpg 0 0
faces/face-483.jpg 1 1
faces/face-484.jpg 1 1
faces/face-485.jpg 0 0
faces/face-486.jpg 0 1
faces/face-487.jpg 0 0
faces/face-488.jpg 0 0
faces/face-489.jpg 1 1
faces/face-491.jpg 0 1
faces/face-492.jpg 1 1
faces/face-493.jpg 0 0
faces/face-496.jpg 0 0
faces/face-497.jpg 1 0
faces/face-498.jpg 0 0
faces/face-499.jpg 0 0
faces/face-501.jpg 0 0
faces/face-502.jpg 1 1
faces/face-503.jpg 0 0
faces/face-504.jpg 0 0
faces/face-505.jpg 0 0
faces/face-506.jpg 1 1
faces/face-507.jpg 0 0
faces/face-508.jpg 1 1
faces/face-509.jpg 0 0
faces/face-510.jpg 1 1
faces/face-511.jpg 1 1
faces/face-512.jpg 1 1
faces/face-513.jpg 0 0
faces/face-514.jpg 1 1
faces/face-515.jpg 1 1
faces/face-516.jpg 0 0
faces/face-517.jpg 1 1
faces/face-519.jpg 0 0
faces/face-520.jpg 1 1
faces/face-522.jpg 0 1
faces/face-523.jpg 0 0
faces/face-524.jpg 0 1
faces/face-526.jpg 0 0
faces/face-527.jpg 0 1
faces/face-528.jpg 1 1
faces/face-529.jpg 1 1
faces/face-531.jpg 0 0
faces/face-532.jpg 1 1
faces/face-533.jpg 1 1
faces/face-534.jpg 1 1
faces/face-535.jpg 1 1
faces/face-536.jpg 0 0
faces/face-537.jpg 0 0
faces/face-538.jpg 0 1
faces/face-539.jpg 1 1
faces/face-540.jpg 1 1
faces/face-541.jpg 0 0
faces/face-542.jpg 0 0
faces/face-543.jpg 1 1
faces/face-544.jpg 0 1
faces/face-545.jpg 0 0
faces/face-546.jpg 1 1
faces/face-547.jpg 1 1
faces/face-548.jpg 0 0
faces/face-550.jpg 0 0
faces/face-551.jpg 1 1
faces/face-552.jpg 1 1
faces/face-554.jpg 0 0
faces/face-555.jpg 1 1
faces/face-556.jpg 0 0
faces/face-557.jpg 1 1
faces/face-558.jpg 0 1
faces/face-559.jpg 1 1
faces/face-560.jpg 0 0
faces/face-561.jpg 1 1
faces/face-562.jpg 1 1
faces/face-563.jpg 1 1
faces/face-564.jpg 1 1
faces/face-565.jpg 0 0
faces/face-566.jpg 1 1
faces/face-567.jpg 1 1
faces/face-568.jpg 1 1
faces/face-570.jpg 1 1
faces/face-571.jpg 1 1
faces/face-572.jpg 1 1
faces/face-573.jpg 1 1
faces/face-574.jpg 0 0
faces/face-575.jpg 1 1
faces/face-576.jpg 1 1
faces/face-577.jpg 1 0
faces/face-578.jpg 0 0
faces/face-579.jpg 1 1
faces/face-580.jpg 1 1
faces/face-581.jpg 0 0
faces/face-582.jpg 0 1
faces/face-583.jpg 0 0
faces/face-584.jpg 0 0
faces/face-585.jpg 0 0
faces/face-586.jpg 0 0
faces/face-588.jpg 1 1
faces/face-589.jpg 0 0
faces/face-590.jpg 1 1
faces/face-591.jpg 1 1
faces/face-592.jpg 0 0
faces/face-593.jpg 0 0
faces/face-594.jpg 0 0
faces/face-596.jpg 1 1
faces/face-597.jpg 1 1
faces/face-598.jpg 0 0
faces/face-599.jpg 0 0
faces/face-600.jpg 1 1
faces/face-601.jpg 0 0
faces/face-602.jpg 1 1
faces/face-603.jpg 0 0
faces/face-604.jpg 1 1
faces/face-605.jpg 0 1
faces/face-606.jpg 0 0
faces/face-607.jpg 0 0
faces/face-608.jpg 1 0
faces/face-609.jpg 0 0
faces/face-610.jpg 0 0
faces/face-611.jpg 0 0
faces/face-612.jpg 1 1
faces/face-613.jpg 0 1
faces/face-614.jpg 1 1
faces/face-616.jpg 1 1
faces/face-617.jpg 1 1
faces/face-618.jpg 1 1
faces/face-619.jpg 1 1
faces/face-620.jpg 1 1
faces/face-621.jpg 1 1
faces/face-622.jpg 0 0
faces/face-623.jpg 1 1
faces/face-624.jpg 1 1
faces/face-625.jpg 0 0
faces/face-626.jpg 0 0
faces/face-627.jpg 1 1
faces/face-628.jpg 1 1
faces/face-629.jpg 0 1
faces/face-630.jpg 1 1
faces/face-631.jpg 1 1
faces/face-633.jpg 1 1
faces/face-634.jpg 1 1
faces/face-635.jpg 1 1
faces/face-637.jpg 0 1
faces/face-638.jpg 1 1
faces/face-639.jpg 1 0
faces/face-640.jpg 1 1
faces/face-641.jpg 0 0
faces/face-642.jpg 0 0
faces/face-643.jpg 0 0
faces/face-644.jpg 1 0
faces/face-646.jpg 0 0
faces/face-647.jpg 1 1
faces/face-648.jpg 1 1
faces/face-649.jpg 1 1
faces/face-650.jpg 1 1
faces/face-651.jpg 1 1
faces/face-652.jpg 1 1
faces/face-653.jpg 0 1
faces/face-654.jpg 1 1
faces/face-655.jpg 0 0
faces/face-656.jpg 1 1
faces/face-657.jpg 0 0
faces/face-658.jpg 1 1
faces/face-659.jpg 1 1
faces/face-660.jpg 1 1
faces/face-661.jpg 1 1
faces/face-662.jpg 1 1
faces/face-663.jpg 1 1
faces/face-664.jpg 1 1
faces/face-665.jpg 1 1
faces/face-666.jpg 0 0
faces/face-667.jpg 1 1
faces/face-670.jpg 0 0
faces/face-671.jpg 0 0
faces/face-672.jpg 0 0
faces/face-674.jpg 1 1
faces/face-676.jpg 1 1
faces/face-677.jpg 0 0
faces/face-678.jpg 0 0
faces/face-679.jpg 1 1
faces/face-680.jpg 1 0
faces/face-681.jpg 1 1
faces/face-683.jpg 1 1
faces/face-684.jpg 1 0
faces/face-685.jpg 0 0
faces/face-686.jpg 0 0
faces/face-687.jpg 0 0
faces/face-688.jpg 1 1
faces/face-689.jpg 1 1
faces/face-690.jpg 0 1
faces/face-691.jpg 1 1
faces/face-692.jpg 1 1
faces/face-693.jpg 1 1
faces/face-694.jpg 1 1
faces/face-695.jpg 1 1
faces/face-696.jpg 1 1
faces/face-697.jpg 0 0
faces/face-698.jpg 1 1
faces/face-699.jpg 1 0
faces/face-700.jpg 0 0
faces/face-702.jpg 0 0
faces/face-705.jpg 1 1
faces/face-706.jpg 0 0
faces/face-707.jpg 0 1
faces/face-708.jpg 1 1
faces/face-709.jpg 0 1
faces/face-710.jpg 1 1
faces/face-711.jpg 1 1
faces/face-713.jpg 0 1
faces/face-714.jpg 1 1
faces/face-715.jpg 0 1
faces/face-716.jpg 1 1
faces/face-717.jpg 1 1
faces/face-718.jpg 0 0
faces/face-719.jpg 1 1
faces/face-720.jpg 1 1
faces/face-721.jpg 1 1
faces/face-722.jpg 0 1
faces/face-723.jpg 0 1
faces/face-724.jpg 0 0
faces/face-725.jpg 1 1
faces/face-726.jpg 1 1
faces/face-727.jpg 1 1
faces/face-728.jpg 1 1
faces/face-729.jpg 0 0
faces/face-730.jpg 1 1
faces/face-731.jpg 1 1
faces/face-732.jpg 1 1
faces/face-733.jpg 0 0
faces/face-734.jpg 1 1
faces/face-735.jpg 1 1
faces/face-737.jpg 0 0
faces/face-739.jpg 1 1
faces/face-741.jpg 1 1
faces/face-742.jpg 0 0
faces/face-744.jpg 0 1
faces/face-745.jpg 1 1
faces/face-746.jpg 0 0
faces/face-747.jpg 0 0
faces/face-748.jpg 0 1
faces/face-751.jpg 1 1
faces/face-753.jpg 1 1
faces/face-754.jpg 0 0
faces/face-757.jpg 0 0
faces/face-758.jpg 1 1
faces/face-759.jpg 1 1
faces/face-760.jpg 0 0
faces/face-761.jpg 1 1
faces/face-762.jpg 0 1
faces/face-763.jpg 0 0
faces/face-764.jpg 0 0
faces/face-765.jpg 1 1
faces/face-767.jpg 1 1
faces/face-768.jpg 1 1
faces/face-769.jpg 1 1
faces/face-770.jpg 1 1
faces/face-771.jpg 1 1
faces/face-772.jpg 1 1
faces/face-773.jpg 0 0
faces/face-774.jpg 1 1
faces/face-775.jpg 1 1
faces/face-776.jpg 1 1
faces/face-777.jpg 1 1
faces/face-778.jpg 0 1
faces/face-779.jpg 0 0
faces/face-780.jpg 1 1
faces/face-781.jpg 1 1
faces/face-782.jpg 0 1
faces/face-783.jpg 1 1
faces/face-784.jpg 1 1
faces/face-786.jpg 0 0
faces/face-788.jpg 1 1
faces/face-789.jpg 0 0
faces/face-790.jpg 1 1
faces/face-791.jpg 0 0
faces/face-792.jpg 0 0
faces/face-793.jpg 1 1
faces/face-794.jpg 0 0
faces/face-796.jpg 0 0
faces/face-797.jpg 0 1
faces/face-798.jpg 1 1
faces/face-799.jpg 1 1
faces/face-800.jpg 1 1
faces/face-801.jpg 0 0
faces/face-802.jpg 1 1
faces/face-803.jpg 1 1
faces/face-804.jpg 0 0
faces/face-805.jpg 1 1
faces/face-806.jpg 0 0
faces/face-807.jpg 0 1
faces/face-808.jpg 1 1
faces/face-809.jpg 0 0
faces/face-810.jpg 1 1
faces/face-811.jpg 0 0
faces/face-812.jpg 1 1
faces/face-813.jpg 1 1
faces/face-814.jpg 1 1
faces/face-815.jpg 1 1
faces/face-816.jpg 1 1
faces/face-817.jpg 0 0
faces/face-818.jpg 0 0
faces/face-819.jpg 0 0
faces/face-820.jpg 0 0
faces/face-821.jpg 0 0
faces/face-822.jpg 1 1
faces/face-823.jpg 0 0
faces/face-824.jpg 1 1
faces/face-825.jpg 0 0
faces/face-826.jpg 0 0
faces/face-827.jpg 0 1
faces/face-828.jpg 0 0
faces/face-829.jpg 1 1
faces/face-830.jpg 1 1
faces/face-831.jpg 0 1
faces/face-832.jpg 1 1
faces/face-833.jpg 0 0
faces/face-834.jpg 1 1
faces/face-835.jpg 0 0
faces/face-836.jpg 0 1
faces/face-837.jpg 1 1
faces/face-838.jpg 1 1
faces/face-841.jpg 0 0
faces/face-842.jpg 0 1
faces/face-843.jpg 0 1
faces/face-844.jpg 1 1
faces/face-845.jpg 1 1
faces/face-847.jpg 1 1
faces/face-848.jpg 1 1
faces/face-849.jpg 0 0
faces/face-850.jpg 0 0
faces/face-851.jpg 1 1
faces/face-853.jpg 0 0
faces/face-854.jpg 1 1
faces/face-855.jpg 0 0
faces/face-856.jpg 0 0
faces/face-857.jpg 1 1
faces/face-858.jpg 1 0
faces/face-859.jpg 0 0
faces/face-860.jpg 1 1
faces/face-861.jpg 0 1
faces/face-862.jpg 0 0
faces/face-863.jpg 0 1
faces/face-864.jpg 0 0
faces/face-865.jpg 0 0
faces/face-866.jpg 1 0
faces/face-867.jpg 1 1
faces/face-868.jpg 1 1
faces/face-869.jpg 0 0
faces/face-870.jpg 1 1
faces/face-871.jpg 0 0
faces/face-872.jpg 0 0
faces/face-873.jpg 1 1
faces/face-874.jpg 1 1
faces/face-875.jpg 1 1
faces/face-876.jpg 1 1
faces/face-877.jpg 1 1
faces/face-878.jpg 0 1
faces/face-879.jpg 1 1
faces/face-880.jpg 1 1
faces/face-881.jpg 0 0
faces/face-882.jpg 0 1
faces/face-883.jpg 1 1
faces/face-884.jpg 1 1
faces/face-885.jpg 1 1
faces/face-886.jpg 1 1
faces/face-887.jpg 0 0
faces/face-888.jpg 0 0
faces/face-889.jpg 1 1
faces/face-890.jpg 1 1
faces/face-891.jpg 1 1
faces/face-892.jpg 0 0
faces/face-893.jpg 1 1
faces/face-894.jpg 0 0
faces/face-895.jpg 0 0
faces/face-896.jpg 1 1
faces/face-897.jpg 0 0
faces/face-898.jpg 0 0
faces/face-899.jpg 1 1
faces/face-900.jpg 1 1
faces/face-901.jpg 1 1
faces/face-904.jpg 1 1
faces/face-905.jpg 1 1
faces/face-906.jpg 0 0
faces/face-907.jpg 1 1
faces/face-908.jpg 1 0
faces/face-909.jpg 1 1
faces/face-910.jpg 0 0
faces/face-912.jpg 0 1
faces/face-913.jpg 0 0
faces/face-914.jpg 1 1
faces/face-915.jpg 0 0
faces/face-916.jpg 0 0
faces/face-917.jpg 1 1
faces/face-918.jpg 1 1
faces/face-919.jpg 1 1
faces/face-921.jpg 1 1
faces/face-922.jpg 1 1
faces/face-923.jpg 1 1
faces/face-924.jpg 0 0
faces/face-925.jpg 1 1
faces/face-926.jpg 1 1
faces/face-927.jpg 1 1
faces/face-929.jpg 1 0
faces/face-930.jpg 1 1
faces/face-932.jpg 0 0
faces/face-933.jpg 0 0
faces/face-936.jpg 1 1
faces/face-937.jpg 1 1
faces/face-938.jpg 0 0
faces/face-939.jpg 1 1
faces/face-940.jpg 1 1
faces/face-941.jpg 0 0
faces/face-942.jpg 1 1
faces/face-943.jpg 1 1
faces/face-944.jpg 1 1
faces/face-945.jpg 0 1
faces/face-946.jpg 1 1
faces/face-947.jpg 0 0
faces/face-948.jpg 0 0
faces/face-949.jpg 0 0
faces/face-950.jpg 0 0
faces/face-952.jpg 1 1
faces/face-953.jpg 0 1
faces/face-954.jpg 0 1
faces/face-955.jpg 1 1
faces/face-956.jpg 1 1
faces/face-957.jpg 0 0
faces/face-958.jpg 1 1
faces/face-959.jpg 1 1
faces/face-960.jpg 0 0
faces/face-961.jpg 1 1
faces/face-962.jpg 1 1
faces/face-963.jpg 1 1
faces/face-964.jpg 0 0
faces/face-965.jpg 0 0
faces/face-966.jpg 0 1
faces/face-967.jpg 1 1
faces/face-968.jpg 1 1
faces/face-969.jpg 0 0
faces/face-970.jpg 1 1
faces/face-971.jpg 1 1
faces/face-972.jpg 0 1
faces/face-973.jpg 1 1
faces/face-974.jpg 1 1
faces/face-975.jpg 1 1
faces/face-976.jpg 0 1
faces/face-978.jpg 0 0
faces/face-979.jpg 1 1
faces/face-980.jpg 1 1
faces/face-981.jpg 1 1
faces/face-982.jpg 1 1
faces/face-983.jpg 1 1
faces/face-984.jpg 1 1
faces/face-985.jpg 1 1
faces/face-986.jpg 0 0
faces/face-987.jpg 0 0
faces/face-988.jpg 1 1
faces/face-989.jpg 0 0
faces/face-990.jpg 0 0
faces/face-991.jpg 0 0
faces/face-992.jpg 0 1
faces/face-994.jpg 1 1
faces/face-995.jpg 0 0
faces/face-996.jpg 0 1
faces/face-997.jpg 1 1
faces/face-998.jpg 0 1
faces/face-999.jpg 0 0
faces/face-1000.jpg 0 0
faces/face-1001.jpg 1 1
faces/face-1003.jpg 1 1
faces/face-1004.jpg 0 0
faces/face-1005.jpg 1 1
faces/face-1006.jpg 1 1
faces/face-1007.jpg 0 0
faces/face-1008.jpg 1 1
faces/face-1009.jpg 0 0
faces/face-1010.jpg 0 0
faces/face-1012.jpg 1 1
faces/face-1013.jpg 1 1
faces/face-1014.jpg 1 1
faces/face-1015.jpg 0 1
faces/face-1016.jpg 0 0
faces/face-1017.jpg 1 1
faces/face-1018.jpg 0 0
faces/face-1019.jpg 0 0
faces/face-1020.jpg 0 1
faces/face-1021.jpg 0 0
faces/face-1022.jpg 0 0
faces/face-1024.jpg 0 0
faces/face-1026.jpg 0 1
faces/face-1027.jpg 0 0
faces/face-1028.jpg 0 0
faces/face-1029.jpg 1 1
faces/face-1030.jpg 1 1
faces/face-1031.jpg 1 1
faces/face-1032.jpg 0 0
faces/face-1033.jpg 1 1
faces/face-1034.jpg 1 1
faces/face-1035.jpg 0 0
faces/face-1037.jpg 0 0
faces/face-1038.jpg 0 0
faces/face-1040.jpg 1 1
faces/face-1041.jpg 0 0
faces/face-1042.jpg 1 1
