name,gender,glass,beard,hair,mask,expression
000106.jpg,1,0,0,2,0,3
000107.jpg,1,0,0,2,0,3
000108.jpg,1,0,0,2,0,3
000109.jpg,0,0,1,1,0,3
000110.jpg,1,0,0,2,0,3
000111.jpg,1,0,0,2,0,3
000112.jpg,1,0,0,2,0,3
000113.jpg,0,0,0,0,0,3
000114.jpg,0,0,0,1,0,3
000115.jpg,1,0,0,0,0,6
000116.jpg,1,0,0,1,0,3
000117.jpg,1,0,0,2,0,6
000118.jpg,1,0,0,2,0,3
000119.jpg,1,1,1,2,0,3
000120.jpg,0,1,0,0,1,3
000121.jpg,1,0,0,2,0,3
000122.jpg,1,0,0,2,0,3
000123.jpg,0,0,1,1,0,2
000124.jpg,1,0,0,2,0,3
000125.jpg,0,0,0,0,0,3
000126.jpg,1,0,0,2,0,3
000127.jpg,1,0,0,0,0,3
000128.jpg,1,0,0,1,0,3
000129.jpg,0,0,1,1,0,3
000130.jpg,0,0,0,1,0,3
000131.jpg,1,0,0,2,0,3
000132.jpg,1,0,0,2,0,3
000133.jpg,1,0,0,2,0,3
000134.jpg,1,0,0,0,0,3
000135.jpg,1,0,0,1,0,3
000136.jpg,0,0,1,1,0,3
000137.jpg,0,0,1,1,0,3
000138.jpg,0,0,1,2,0,3
000139.jpg,1,0,0,2,0,3
000140.jpg,1,0,0,2,0,6
000141.jpg,1,0,0,2,0,3
000142.jpg,1,0,0,2,0,2
000143.jpg,0,0,0,1,0,3
000144.jpg,1,1,0,2,0,3
000145.jpg,1,0,0,2,0,3
000146.jpg,1,0,0,2,0,3
000147.jpg,1,0,0,2,0,3
000148.jpg,1,0,0,2,0,3
000149.jpg,1,1,0,2,0,5
000150.jpg,1,0,0,1,0,4
000151.jpg,1,0,0,2,0,3
000152.jpg,1,1,0,1,0,3
000153.jpg,0,0,0,1,0,3
000154.jpg,0,1,0,2,0,6
000155.jpg,1,0,0,2,0,3
000156.jpg,1,0,0,2,0,3
000157.jpg,1,0,0,2,0,6
000158.jpg,0,0,0,1,0,3
000159.jpg,1,0,0,1,0,6
000160.jpg,0,0,1,1,0,2
000161.jpg,1,0,0,2,0,3
000162.jpg,1,0,1,2,0,3
000163.jpg,1,0,0,2,0,3
000164.jpg,0,0,1,1,0,6
000165.jpg,1,0,0,2,0,6
000166.jpg,0,0,1,1,0,4
000167.jpg,0,1,0,2,1,6
000168.jpg,1,0,0,2,0,3
000169.jpg,1,0,1,2,0,0
000170.jpg,1,0,0,2,0,3
000171.jpg,0,0,0,1,0,3
000172.jpg,1,0,0,2,0,3
000173.jpg,1,0,0,2,0,3
000174.jpg,1,0,0,2,0,3
000175.jpg,1,0,0,2,0,3
000176.jpg,1,0,0,2,0,3
000177.jpg,1,0,0,2,0,6
000178.jpg,1,0,0,2,0,3
000179.jpg,1,0,0,2,0,3
000180.jpg,1,0,0,1,0,3
000181.jpg,0,0,0,1,0,3
000182.jpg,1,0,1,0,0,3
000183.jpg,1,0,0,2,0,3
000184.jpg,1,0,0,1,0,3
000185.jpg,1,0,0,2,0,6
000186.jpg,1,0,0,2,0,3
000187.jpg,0,0,0,1,0,3
000188.jpg,1,1,0,1,0,2
000189.jpg,1,0,0,2,0,3
000190.jpg,1,0,0,2,0,6
000191.jpg,1,0,0,2,0,3
000192.jpg,1,0,0,2,0,3
000193.jpg,0,1,1,1,0,6
000194.jpg,0,0,1,1,0,3
000195.jpg,1,0,0,1,0,3
000196.jpg,0,0,0,1,0,3
000197.jpg,1,0,0,2,0,3
000198.jpg,1,0,0,2,0,3
000200.jpg,0,0,0,1,0,6
000201.jpg,1,0,0,2,0,6
000202.jpg,1,1,0,1,0,3
000203.jpg,0,0,0,1,0,3
000204.jpg,1,0,0,2,0,3
000205.jpg,0,0,1,1,0,3
000206.jpg,0,0,1,1,0,3
000207.jpg,1,0,0,2,0,6
000208.jpg,1,0,0,2,0,3
000209.jpg,1,0,1,0,0,3
000210.jpg,0,0,1,1,0,6
000211.jpg,1,0,0,2,0,6
000212.jpg,0,0,1,1,0,6
000213.jpg,0,0,1,1,0,3
000214.jpg,0,0,0,1,0,3
000215.jpg,0,0,0,1,0,3
000216.jpg,1,0,0,2,0,6
000217.jpg,1,0,0,2,0,3
000218.jpg,1,0,0,1,0,3
000219.jpg,1,0,0,2,0,3
000220.jpg,0,0,0,1,0,3
000221.jpg,0,0,0,1,0,6
000222.jpg,1,0,0,1,0,3
000223.jpg,0,0,0,1,0,3
000224.jpg,1,0,0,1,0,5
000225.jpg,1,0,0,2,0,3
000226.jpg,0,0,0,0,0,3
000227.jpg,0,0,1,1,0,2
000228.jpg,1,0,0,2,0,3
000229.jpg,0,1,1,1,0,3
000230.jpg,0,0,1,1,0,3
000231.jpg,1,0,0,2,0,2
000232.jpg,0,0,0,2,0,3
000233.jpg,1,0,0,2,0,3
000234.jpg,1,1,0,1,0,5
000235.jpg,0,0,0,1,0,6
000236.jpg,1,0,0,2,0,3
000237.jpg,1,1,0,1,0,0
000238.jpg,1,0,0,2,0,6
000239.jpg,1,0,0,2,0,3
000240.jpg,1,0,0,2,0,4
000241.jpg,1,0,0,2,0,3
000242.jpg,0,0,0,1,0,2
000243.jpg,0,0,0,1,0,6
000244.jpg,0,0,1,1,0,6
000245.jpg,0,0,1,1,0,3
000246.jpg,1,0,0,2,0,6
000247.jpg,1,0,0,2,0,3
000248.jpg,0,0,0,1,0,2
000249.jpg,1,0,0,2,0,3
000250.jpg,0,0,1,1,0,6
000251.jpg,1,0,0,2,0,3
000252.jpg,1,1,0,2,0,3
000253.jpg,0,0,0,1,0,6
000254.jpg,1,0,0,2,0,3
000255.jpg,0,0,0,1,0,6
000256.jpg,1,0,0,2,0,3
000257.jpg,1,1,0,2,0,6
000258.jpg,1,1,0,2,0,3
000259.jpg,1,0,0,2,0,3
000260.jpg,1,0,0,2,0,6
000261.jpg,0,0,0,2,0,6
000262.jpg,1,0,0,2,0,3
000263.jpg,1,1,0,2,0,6
000264.jpg,1,1,0,1,0,5
000265.jpg,1,0,0,2,0,6
000266.jpg,1,1,0,2,0,3
000267.jpg,1,0,0,2,0,3
000268.jpg,1,0,0,2,0,4
000269.jpg,1,0,0,2,0,3
000270.jpg,1,0,0,2,0,3
000271.jpg,1,0,0,2,0,3
000272.jpg,0,0,1,1,0,3
000273.jpg,1,0,0,2,0,3
000274.jpg,0,0,0,1,0,3
000275.jpg,1,1,0,2,0,3
000276.jpg,1,1,0,1,0,3
000277.jpg,1,0,0,2,0,3
000278.jpg,1,0,0,2,0,3
000279.jpg,1,0,0,2,0,3
000280.jpg,1,0,0,2,0,3
000281.jpg,1,1,0,2,0,3
000282.jpg,0,0,0,1,0,3
000283.jpg,0,0,0,1,0,6
000284.jpg,0,0,1,1,0,2
000285.jpg,1,0,0,2,0,3
000286.jpg,0,0,0,1,0,3
000287.jpg,1,0,0,2,0,6
000288.jpg,0,0,0,2,0,6
000289.jpg,1,0,0,2,0,3
000290.jpg,1,0,0,2,0,6
000291.jpg,1,0,0,2,0,4
000292.jpg,1,0,0,2,0,6
000293.jpg,0,0,1,2,0,2
000294.jpg,0,0,1,2,0,3
000295.jpg,0,0,0,0,0,3
000296.jpg,1,0,0,2,0,3
000297.jpg,0,0,0,1,0,3
000298.jpg,0,0,1,1,0,3
000299.jpg,0,0,0,0,0,3
000300.jpg,0,1,1,1,0,3
000301.jpg,1,1,0,2,0,3
000302.jpg,1,0,0,2,0,3
000303.jpg,1,0,0,2,0,6
000304.jpg,1,0,0,2,0,6
000305.jpg,1,0,0,2,0,3
000306.jpg,0,0,0,0,0,2
000307.jpg,0,0,1,1,0,3
000308.jpg,0,0,0,2,0,5
000309.jpg,1,0,0,2,0,3
000310.jpg,1,1,0,0,0,3
000311.jpg,1,0,1,1,0,6
000312.jpg,1,0,0,2,0,3
000313.jpg,1,0,0,1,0,3
000314.jpg,0,0,1,1,0,6
000315.jpg,1,0,0,1,0,6
000316.jpg,0,0,1,0,0,3
000317.jpg,1,0,1,2,0,3
000318.jpg,0,0,0,1,0,3
000319.jpg,1,0,0,2,0,6
000320.jpg,0,0,0,1,0,2
000321.jpg,0,0,0,0,0,3
000322.jpg,1,0,0,2,0,3
000323.jpg,1,0,0,2,0,6
000324.jpg,1,1,0,1,0,3
000325.jpg,1,0,0,2,0,3
000326.jpg,1,0,0,2,0,6
000327.jpg,1,0,0,2,0,3
000328.jpg,1,0,0,2,0,3
000329.jpg,0,0,1,1,0,3
000330.jpg,0,1,0,1,0,3
000331.jpg,0,1,0,2,0,6
000332.jpg,1,0,0,2,0,2
000333.jpg,0,0,1,2,0,6
000334.jpg,1,0,0,2,0,3
000335.jpg,1,1,0,1,0,6
000336.jpg,1,0,1,1,0,3
000337.jpg,1,0,0,2,0,6
000338.jpg,1,0,0,1,0,0
000339.jpg,0,0,1,1,0,6
000340.jpg,0,0,0,2,0,3
000341.jpg,1,0,0,2,0,3
000342.jpg,1,0,0,2,0,6
000343.jpg,1,0,0,2,0,3
000344.jpg,1,1,0,2,0,3
000345.jpg,1,0,0,2,0,3
000346.jpg,0,0,0,1,0,0
000347.jpg,1,0,0,2,0,5
000348.jpg,1,0,0,2,0,3
000349.jpg,1,0,0,2,0,3
000350.jpg,0,1,1,1,0,2
000351.jpg,1,0,0,1,0,0
000352.jpg,1,0,0,2,0,3
000353.jpg,1,0,0,2,0,3
000354.jpg,1,0,0,2,0,3
000355.jpg,0,0,1,1,0,6
000356.jpg,1,0,0,2,0,6
000357.jpg,1,0,0,2,0,3
000358.jpg,1,0,1,1,0,3
000359.jpg,1,0,0,2,0,3
000360.jpg,0,0,1,1,0,6
000361.jpg,0,0,0,2,0,6
000362.jpg,0,0,0,1,0,6
000363.jpg,0,0,0,2,0,3
000364.jpg,1,0,0,2,0,3
000365.jpg,1,0,0,2,0,3
000366.jpg,0,0,1,1,0,3
000367.jpg,1,0,0,1,0,5
000368.jpg,0,0,0,1,0,3
000369.jpg,1,0,0,1,0,3
000370.jpg,0,0,1,1,0,2
000371.jpg,1,0,0,2,0,0
000372.jpg,1,0,0,2,0,3
000373.jpg,1,1,0,2,0,6
000374.jpg,1,0,0,2,0,6
000375.jpg,1,1,0,2,0,5
000376.jpg,1,0,1,1,0,2
000377.jpg,0,0,1,2,0,3
000378.jpg,0,0,0,1,0,3
000379.jpg,1,0,0,2,0,6
000380.jpg,0,0,1,1,0,3
000381.jpg,1,0,0,2,0,3
000382.jpg,1,0,0,2,0,3
000383.jpg,1,1,0,0,0,3
000384.jpg,1,0,0,2,0,3
000385.jpg,0,0,1,0,0,3
000386.jpg,0,0,0,0,0,3
000387.jpg,1,0,0,2,0,3
000388.jpg,1,0,0,2,0,3
000389.jpg,0,0,0,1,0,3
000390.jpg,0,0,1,2,0,6
000391.jpg,1,0,0,2,0,3
000392.jpg,1,1,0,2,0,3
000393.jpg,1,0,0,1,0,3
000394.jpg,1,0,0,2,0,3
000395.jpg,1,0,1,2,0,4
000396.jpg,1,0,0,2,0,3
000397.jpg,1,0,0,2,0,3
000398.jpg,1,0,1,2,0,6
000399.jpg,1,0,0,2,0,6
000400.jpg,0,0,1,1,0,6
000401.jpg,0,0,0,1,0,6
000402.jpg,1,0,0,0,0,5
000403.jpg,0,0,1,1,0,3
000404.jpg,1,0,0,2,0,3
000405.jpg,1,1,0,1,0,4
000406.jpg,1,0,0,1,0,3
000407.jpg,1,0,0,2,0,3
000408.jpg,0,0,1,1,0,3
000409.jpg,0,0,1,1,0,0
000410.jpg,1,0,0,2,0,3
000411.jpg,1,0,0,2,0,3
000412.jpg,1,0,0,2,0,3
000413.jpg,1,0,1,2,0,3
000414.jpg,0,0,1,1,0,3
000415.jpg,1,0,0,2,0,3
000416.jpg,1,0,0,2,0,3
000417.jpg,0,1,1,1,0,0
000418.jpg,0,0,1,1,0,3
000419.jpg,1,0,0,2,0,3
000420.jpg,1,0,0,2,0,3
000421.jpg,1,0,0,2,0,6
000422.jpg,1,0,0,2,0,3
000423.jpg,1,0,0,2,0,3
000424.jpg,1,0,0,2,0,3
000425.jpg,0,0,0,0,0,3
000426.jpg,1,0,0,2,0,3
000427.jpg,0,0,1,1,0,6
000428.jpg,0,0,1,1,0,3
000429.jpg,0,1,0,2,0,4
000430.jpg,0,0,1,1,0,3
000431.jpg,1,0,0,2,0,3
000432.jpg,1,0,0,2,0,3
000433.jpg,0,0,0,1,0,3
000434.jpg,1,0,0,1,0,6
000435.jpg,1,0,0,2,0,3
000436.jpg,1,0,0,2,0,3
000437.jpg,0,0,1,2,0,5
000438.jpg,0,0,0,0,0,2
000439.jpg,0,0,1,1,0,3
000440.jpg,1,0,0,1,0,3
000441.jpg,1,0,0,2,0,3
000442.jpg,1,0,0,2,0,3
000443.jpg,0,0,1,1,0,6
000444.jpg,0,1,0,1,0,3
000445.jpg,1,0,1,2,0,6
000446.jpg,1,0,0,2,0,3
000447.jpg,1,1,1,1,0,0
000448.jpg,0,0,1,1,0,3
000449.jpg,1,0,0,0,0,3
000450.jpg,0,0,1,0,0,3
000451.jpg,1,1,0,2,0,2
000452.jpg,1,0,1,1,0,3
000453.jpg,1,0,0,2,0,0
000454.jpg,1,0,0,2,0,3
000455.jpg,1,0,0,2,0,3
000456.jpg,0,0,0,1,0,3
000457.jpg,1,0,0,2,0,3
000458.jpg,1,0,0,1,0,3
000459.jpg,1,0,0,2,0,6
000460.jpg,0,0,1,2,0,0
000461.jpg,0,0,1,1,0,3
000462.jpg,1,1,0,2,0,3
000463.jpg,1,0,0,2,0,6
000464.jpg,1,0,0,2,0,3
000465.jpg,0,0,0,1,0,3
000466.jpg,1,0,0,2,0,3
000467.jpg,1,0,0,1,0,3
000468.jpg,1,0,1,2,0,3
000469.jpg,1,0,0,2,0,6
000470.jpg,1,0,0,2,0,2
000471.jpg,1,0,0,2,0,3
000472.jpg,1,1,0,2,0,3
000473.jpg,0,0,0,1,0,0
000474.jpg,0,0,0,1,0,0
000475.jpg,1,0,0,2,0,3
000476.jpg,1,0,0,2,0,3
000477.jpg,1,0,0,1,0,3
000478.jpg,1,0,0,2,0,3
000479.jpg,0,0,1,1,0,3
000480.jpg,1,1,0,2,0,6
000481.jpg,0,0,1,1,0,2
000482.jpg,0,1,0,1,0,6
000483.jpg,1,1,0,2,0,3
000484.jpg,1,1,0,2,0,3
000485.jpg,1,0,0,2,0,3
000486.jpg,0,0,1,1,0,3
000487.jpg,1,0,0,2,0,3
000488.jpg,1,0,0,2,0,6
000489.jpg,1,0,0,2,0,3
000490.jpg,0,0,1,1,0,2
000491.jpg,0,0,0,2,0,2
000492.jpg,1,0,0,2,0,3
000493.jpg,1,0,0,2,0,3
000494.jpg,1,0,0,2,0,3
000495.jpg,1,0,0,2,0,3
000496.jpg,1,0,0,2,0,3
000497.jpg,1,0,0,2,0,3
000498.jpg,1,0,0,0,0,4
000499.jpg,1,0,0,2,0,0
000500.jpg,1,1,0,2,0,3
000501.jpg,0,0,0,1,0,3
000502.jpg,1,0,0,2,0,6
000503.jpg,1,1,0,2,0,3
000504.jpg,1,0,0,2,0,3
000505.jpg,1,0,0,1,0,3
000506.jpg,1,0,0,2,0,3
000507.jpg,1,0,0,2,0,6
000508.jpg,1,0,0,2,0,3
000509.jpg,1,0,0,0,0,3
000510.jpg,0,0,0,2,0,3
000511.jpg,1,1,1,1,0,3
000512.jpg,0,0,1,0,0,6
000513.jpg,1,1,0,2,0,3
000514.jpg,1,0,1,2,0,3
000515.jpg,0,0,0,1,0,3
000516.jpg,1,0,0,2,0,3
000517.jpg,1,0,0,1,0,3
000518.jpg,0,0,1,1,0,3
000519.jpg,1,0,0,2,0,3
000520.jpg,0,1,0,1,0,5
000521.jpg,0,0,0,2,0,3
000522.jpg,1,1,0,2,0,3
000523.jpg,0,0,0,2,0,3
000524.jpg,1,0,0,2,0,3
000525.jpg,1,0,0,2,0,6
000526.jpg,0,0,0,1,0,3
000527.jpg,1,0,0,2,0,6
000528.jpg,1,0,0,2,0,3
000529.jpg,0,0,0,1,0,2
000530.jpg,1,0,0,2,0,6
000531.jpg,1,0,0,2,0,3
000532.jpg,1,0,0,2,0,6
000533.jpg,1,0,0,2,0,6
000534.jpg,0,0,0,1,0,3
000535.jpg,1,0,0,1,0,3
000536.jpg,1,0,0,2,0,6
000537.jpg,0,0,1,1,0,5
000538.jpg,0,0,0,2,0,3
000539.jpg,1,0,0,2,0,6
000540.jpg,1,0,0,2,0,3
000541.jpg,1,0,0,2,0,6
000542.jpg,0,0,0,2,0,4
000543.jpg,0,0,1,1,0,0
000544.jpg,1,0,0,2,0,3
000545.jpg,1,0,0,1,0,3
000546.jpg,0,0,1,2,0,6
000547.jpg,1,0,0,2,0,2
000548.jpg,1,0,0,2,0,6
000549.jpg,1,0,0,2,0,6
000550.jpg,1,0,0,2,0,3
000551.jpg,1,0,0,2,0,3
000552.jpg,0,0,0,1,0,3
000553.jpg,1,0,0,2,0,3
000554.jpg,1,0,0,2,0,3
000555.jpg,0,0,1,1,0,3
000556.jpg,1,0,0,2,0,3
000557.jpg,0,0,0,2,1,6
000558.jpg,0,0,0,1,0,3
000559.jpg,0,0,0,1,0,3
000560.jpg,0,0,1,0,0,6
000561.jpg,0,0,1,1,0,3
000562.jpg,1,1,0,2,0,3
000563.jpg,1,0,0,1,0,3
000564.jpg,0,0,0,1,0,6
000565.jpg,1,0,0,2,0,3
000566.jpg,1,0,0,2,0,3
000567.jpg,1,0,0,2,0,3
000568.jpg,1,0,0,2,0,3
000569.jpg,0,0,0,1,0,3
000570.jpg,1,1,0,2,0,6
000571.jpg,0,0,0,1,0,0
000572.jpg,0,0,1,1,0,3
000573.jpg,0,0,1,0,0,6
000574.jpg,1,0,0,2,0,3
000575.jpg,0,1,0,1,0,3
000576.jpg,0,0,0,2,0,3
000577.jpg,1,0,1,2,0,6
000578.jpg,0,0,0,0,0,6
000579.jpg,1,0,0,2,0,3
000580.jpg,1,0,0,2,0,3
000581.jpg,0,1,1,1,0,6
000582.jpg,1,0,0,2,0,3
000583.jpg,0,0,0,1,0,3
000584.jpg,0,0,0,0,0,0
000585.jpg,0,0,0,1,0,3
000586.jpg,0,0,1,1,0,3
000587.jpg,0,0,1,1,0,3
000588.jpg,1,0,0,2,0,3
000589.jpg,1,0,0,2,0,3
000590.jpg,0,0,0,2,0,3
000591.jpg,0,0,1,1,0,6
000592.jpg,0,0,0,0,0,3
000593.jpg,0,0,0,1,0,3
000594.jpg,1,0,0,2,0,2
000595.jpg,1,0,0,2,0,3
000596.jpg,0,0,1,0,0,2
000597.jpg,1,0,0,2,0,3
000598.jpg,1,1,0,2,0,0
000599.jpg,1,0,0,2,0,3
000600.jpg,1,0,0,1,0,6
000601.jpg,1,0,0,2,0,6
000602.jpg,0,0,1,2,0,3
000603.jpg,0,0,0,2,0,4
000604.jpg,0,0,1,1,0,3
000605.jpg,1,0,0,2,0,3
000606.jpg,1,0,0,2,0,3
000607.jpg,1,0,0,2,0,6
000608.jpg,1,1,0,2,0,0
000609.jpg,1,0,0,2,0,6
000610.jpg,1,0,0,2,0,3
000611.jpg,1,0,0,2,0,3
000612.jpg,1,0,0,2,0,6
000613.jpg,1,0,0,2,0,3
000614.jpg,1,0,0,2,0,6
000615.jpg,1,0,0,2,0,6
000616.jpg,1,0,0,2,0,3
000617.jpg,0,0,0,1,0,3
000618.jpg,1,0,0,2,0,3
000619.jpg,0,0,1,1,0,6
000620.jpg,0,0,1,1,0,3
000621.jpg,1,0,0,2,0,3
000622.jpg,1,0,1,1,0,3
000623.jpg,0,0,1,0,0,3
000624.jpg,1,1,0,1,0,6
000625.jpg,0,0,1,1,0,3
000626.jpg,1,0,1,2,0,3
000627.jpg,1,1,0,2,0,4
000628.jpg,1,1,1,1,0,3
000629.jpg,0,0,0,1,0,3
000630.jpg,0,0,0,1,0,3
000631.jpg,1,0,0,2,0,3
000632.jpg,1,0,0,2,0,3
000633.jpg,1,0,0,2,0,3
000634.jpg,1,0,0,2,0,3
000635.jpg,1,0,0,2,0,3
000636.jpg,0,0,1,1,0,3
000637.jpg,1,0,1,1,0,6
000638.jpg,1,0,0,2,0,3
000639.jpg,0,0,0,1,0,3
000640.jpg,1,0,0,2,0,3
000641.jpg,1,0,0,2,0,3
000642.jpg,1,0,0,2,0,3
000643.jpg,1,0,0,2,0,3
000644.jpg,1,0,0,2,0,6
000645.jpg,1,0,0,2,0,3
000646.jpg,1,1,0,2,0,3
000647.jpg,1,1,0,2,0,3
000648.jpg,1,0,1,2,0,3
000649.jpg,0,0,1,1,0,0
000650.jpg,1,0,0,2,0,3
000651.jpg,0,0,1,1,0,2
000652.jpg,0,0,0,1,0,6
000653.jpg,1,0,0,2,0,6
000654.jpg,1,0,1,2,0,3
000655.jpg,0,0,1,1,0,3
000656.jpg,1,0,0,2,0,3
000657.jpg,0,0,1,1,0,3
000658.jpg,1,1,0,2,0,6
000659.jpg,0,0,0,1,0,3
000660.jpg,0,0,0,1,0,3
000661.jpg,0,0,1,2,0,3
000662.jpg,0,0,1,1,0,2
000663.jpg,1,0,0,2,0,3
000664.jpg,1,0,0,2,0,6
000665.jpg,1,0,0,2,0,3
000666.jpg,1,0,0,2,0,3
000667.jpg,1,0,0,0,0,3
000668.jpg,1,0,0,2,0,3
000669.jpg,1,0,0,2,0,6
000670.jpg,0,0,0,1,0,3
000671.jpg,0,0,1,2,0,3
000672.jpg,0,0,0,2,0,3
000673.jpg,1,1,0,2,0,3
000674.jpg,0,0,1,1,0,3
000675.jpg,0,1,1,1,0,6
000676.jpg,1,1,0,2,0,3
000677.jpg,0,0,0,0,0,3
000678.jpg,1,0,0,2,0,3
000679.jpg,1,0,0,2,1,6
000680.jpg,1,0,0,2,0,6
000681.jpg,0,0,0,0,0,3
000682.jpg,1,0,1,1,0,3
000683.jpg,1,1,0,2,0,4
000684.jpg,0,0,1,1,0,0
000685.jpg,0,0,0,1,0,3
000686.jpg,0,0,1,1,0,3
000687.jpg,0,1,0,0,0,6
000688.jpg,0,0,0,2,0,3
000689.jpg,0,0,1,2,0,3
000690.jpg,1,0,0,2,0,3
000691.jpg,1,0,0,2,0,0
000692.jpg,1,0,0,2,0,2
000693.jpg,1,0,0,2,0,3
000694.jpg,0,0,1,2,0,3
000695.jpg,0,0,0,1,0,6
000696.jpg,1,0,0,1,0,3
000697.jpg,0,0,0,1,0,3
000698.jpg,1,0,0,2,0,3
000699.jpg,1,0,0,2,0,6
000700.jpg,0,0,0,1,0,6
000701.jpg,1,0,0,2,0,3
000702.jpg,0,0,0,1,0,3
000703.jpg,1,0,0,2,0,3
000704.jpg,1,0,0,2,0,3
000705.jpg,1,1,0,2,0,6
000706.jpg,0,0,1,1,0,3
000707.jpg,1,0,0,2,0,3
000708.jpg,1,0,0,2,0,0
000709.jpg,1,0,0,2,0,3
000710.jpg,0,1,0,2,0,3
000711.jpg,1,0,0,2,0,3
000712.jpg,0,0,0,1,0,3
000713.jpg,0,0,1,1,0,3
000714.jpg,1,0,1,1,0,2
000715.jpg,1,0,0,2,0,6
000716.jpg,1,0,0,2,0,3
000717.jpg,1,0,0,2,0,6
000718.jpg,1,0,0,2,0,3
000719.jpg,1,0,0,2,0,3
000720.jpg,0,1,0,1,0,3
000721.jpg,1,1,0,2,0,3
000722.jpg,1,0,0,2,0,3
000723.jpg,1,0,0,1,0,3
000724.jpg,0,0,0,1,0,6
000725.jpg,1,0,0,2,0,3
000726.jpg,1,1,0,2,0,3
000727.jpg,1,0,0,2,0,3
000728.jpg,0,0,0,1,0,3
000729.jpg,0,0,1,0,0,3
000730.jpg,0,0,1,1,0,3
000731.jpg,0,0,1,2,0,6
000732.jpg,0,0,0,2,0,6
000733.jpg,0,0,1,1,0,0
000734.jpg,1,0,0,2,0,6
000735.jpg,0,0,1,1,0,3
